scheme_id,name_en,name_hi,short_name,level,state,ministry,category,sub_category,scheme_type,min_age,max_age,gender,interest_rate,lock_in,benefit_summary,verification_status,official_url,recommendation_enabled,active,legacy
hsg_wb_banglar_bari_001,West Bengal Banglar Awas / Banglar Bari Scheme,पश्चिम बंगाल बांग्लार बाड़ी योजना,Banglar Bari,state,West Bengal,"Panchayats & Rural Development Department, Government of WB",HOUSING,State financial assistance for rural pucca homes,HOUSING_ASSISTANCE,,,all,,,State-supported financial grant of Rs 1.20 lakh per family in installments to build durable pucca houses for economically backward rural households in West Bengal.,VERIFIED,https://wbprd.gov.in/,True,True,False
hsg_odisha_biju_pucca_ghar_001,Odisha Biju Pucca Ghar Yojana (BPGY),ओडिशा बीजू पक्का घर योजना,BPGY Odisha,state,Odisha,"Panchayati Raj and Drinking Water Department, Government of Odisha",HOUSING,Conversion of kutcha houses to pucca houses,HOUSING_ASSISTANCE,,,all,,,Financial assistance of Rs 1.20 lakh (non-IAP districts) / Rs 1.30 lakh (IAP districts) plus wage support under MGNREGA for converting all kutcha houses to disaster-resilient pucca houses.,VERIFIED,https://rhodisha.gov.in/,True,True,False
hsg_raj_rhb_001,Rajasthan Housing Board (RHB) Flat & Villa Schemes,राजस्थान आवासन मंडल गृह निर्माण योजनाएं,RHB Schemes,state,Rajasthan,"Urban Development and Housing Department, Government of Rajasthan",HOUSING,Affordable residential houses & multi-storey flats,HOUSING_ASSISTANCE,18,,all,,,"Subsidized residential houses, villas, and multi-storey apartments across Jaipur, Jodhpur, Kota, and Udaipur with up to 50% discount schemes on unsold properties.",VERIFIED,https://urban.rajasthan.gov.in/rhb,True,True,False
biz_pmegp_001,Prime Minister's Employment Generation Programme,प्रधानमंत्री रोजगार सृजन कार्यक्रम,PMEGP,central,,"Ministry of Micro, Small and Medium Enterprises",BUSINESS,Credit-linked margin money subsidy for new micro units,SUBSIDY,18,,all,,,Credit-linked subsidy of 15% to 35% on project costs up to Rs 50 lakh for manufacturing units and Rs 20 lakh for service units.,VERIFIED,https://www.kviconline.gov.in/pmegpeportal/,True,True,False
biz_cgtmse_001,Credit Guarantee Fund Trust for Micro and Small Enterprises,सूक्ष्म एवं लघु उद्यमों के लिए क्रेडिट गारंटी फंड ट्रस्ट,CGTMSE,central,,"Ministry of Micro, Small and Medium Enterprises",BUSINESS,Collateral-free business loan guarantee,CREDIT,,,all,,,Third-party credit guarantee cover of up to 85% for collateral-free bank credit up to Rs 5 crore for new and existing Micro & Small enterprises.,VERIFIED,https://www.cgtmse.in/,True,True,False
biz_sfurti_001,Scheme of Fund for Regeneration of Traditional Industries,पारंपरिक उद्योगों के उत्थान के लिए निधि योजना,SFURTI,central,,"Ministry of Micro, Small and Medium Enterprises",BUSINESS,Traditional cluster modernization grant,GRANT,,,all,,,"Financial assistance of up to Rs 2.5 crore (Regular cluster) / Rs 5 crore (Major cluster) for establishing Common Facility Centres, modern tooling, and design value-chains.",VERIFIED,https://sfurti.msme.gov.in/,True,True,False
biz_aspire_001,"ASPIRE (Scheme for Promotion of Innovation, Rural Industry & Entrepreneurship)","एस्पायर (नवाचार, ग्रामीण उद्योग एवं उद्यमिता संवर्धन योजना)",ASPIRE,central,,"Ministry of Micro, Small and Medium Enterprises",BUSINESS,Livelihood business incubators & fund of funds,GRANT,,,all,,,"One-time 100% grant of up to Rs 1 crore to establish Livelihood Business Incubators (LBI) in agro-rural sectors, creating new micro-enterprises.",VERIFIED,https://aspire.msme.gov.in/,True,True,False
biz_zed_001,MSME Sustainable (ZED) Certification Scheme,एमएसएमई सतत (जेड) प्रमाणन योजना (जीरो डिफेक्ट जीरो इफेक्ट),MSME ZED,central,,"Ministry of Micro, Small and Medium Enterprises",BUSINESS,Quality certification & clean tech subsidy,SUBSIDY,,,all,,,"Financial subsidy of up to 80% (Micro), 60% (Small), and 50% (Medium) on ZED certification cost, plus additional 10% for women/SC/ST/NER enterprises.",VERIFIED,https://zed.msme.gov.in/,True,True,False
biz_champions_001,"MSME Champions Scheme (Design, IPR & Incubation)","एमएसएमई चैंपियंस योजना (डिजाइन, आईपीआर एवं इन्क्यूबेशन)",MSME Champions,central,,"Ministry of Micro, Small and Medium Enterprises",BUSINESS,"Design assistance, patent grant & idea incubation",GRANT,,,all,,,"Financial grant up to Rs 15 lakh per approved innovative idea, up to Rs 40 lakh for student/design projects, and reimbursement of patent/trademark filing fees.",VERIFIED,https://champions.gov.in/,True,True,False
biz_cgssd_001,Credit Guarantee Scheme for Subordinate Debt (CGSSD),अधीनस्थ ऋण के लिए क्रेडिट गारंटी योजना,CGSSD,central,,"Ministry of Micro, Small and Medium Enterprises",BUSINESS,Debt revival for stressed and NPA MSMEs,CREDIT,,,all,,,Promoters of stressed/NPA MSME units given credit support equal to 15% of their stake (max Rs 75 lakh) with 90% credit guarantee from CGTMSE.,VERIFIED,https://www.cgtmse.in/,True,True,False
biz_treds_001,Trade Receivables Discounting System (TReDS),व्यापार प्राप्य छूट प्रणाली (टीआरईडीएस),TReDS,central,,Ministry of Finance / Ministry of MSME,BUSINESS,Online invoice discounting & working capital,FINANCIAL_SERVICES,,,all,,,Institutional electronic platform enabling MSMEs to auction and discount trade invoices/bills against large buyers and PSUs through multiple financiers at competitive rates.,VERIFIED,https://www.rbi.org.in/,True,True,False
biz_up_yuva_swarozgar_001,UP Mukhyamantri Yuva Swarozgar Yojana,उत्तर प्रदेश मुख्यमंत्री युवा स्वरोजगार योजना,UP Yuva Swarozgar,state,Uttar Pradesh,"Department of MSME and Export Promotion, Government of Uttar Pradesh",BUSINESS,Margin money loan subsidy for youth businesses,SUBSIDY,18,40,all,,,Loans up to Rs 25 lakh for manufacturing and Rs 10 lakh for service sector with 25% state margin money subsidy (max Rs 6.25 lakh).,VERIFIED,http://diupmsme.upsdc.gov.in/,True,True,False
biz_bihar_udyami_001,Bihar Mukhyamantri Udyami Yojana (SC/ST/EBC/Women/Yuva),बिहार मुख्यमंत्री उद्यमी योजना,Bihar Udyami,state,Bihar,"Department of Industries, Government of Bihar",BUSINESS,10 lakh enterprise package (50% grant + 50% interest-free loan),GRANT,18,50,all,,,Package of Rs 10 lakh for starting a new industrial enterprise: Rs 5 lakh as 100% grant/subsidy and Rs 5 lakh as interest-free loan (1% for general men) repayable in 84 instalments.,VERIFIED,https://udyami.bihar.gov.in/,True,True,False
biz_tn_needs_001,New Entrepreneur-cum-Enterprise Development Scheme (NEEDS - Tamil Nadu),नवीन उद्यमी एवं उद्यम विकास योजना (नीड्स - तमिलनाडु),NEEDS TN,state,Tamil Nadu,"Micro, Small and Medium Enterprises Department, Government of Tamil Nadu",BUSINESS,Capital subsidy & interest subvention for first-gen entrepreneurs,SUBSIDY,21,45,all,,,"25% capital subsidy (up to Rs 75 lakh) on project cost between Rs 10 lakh and Rs 5 crore, plus 3% interest subvention for educated first-generation entrepreneurs.",VERIFIED,https://www.msmeonline.tn.gov.in/,True,True,False
biz_mah_psi_001,Maharashtra Package Scheme of Incentives (PSI for MSME),महाराष्ट्र प्रोत्साहन योजना पैकेज (एमएसएमई पीएसआई),Maharashtra PSI,state,Maharashtra,"Industries Department, Government of Maharashtra",BUSINESS,Industrial promotion subsidy & electricity duty exemption,SUBSIDY,,,all,,,"Basket of financial incentives including SGST reimbursement up to 100% of Fixed Capital Investment, 5% interest subsidy, and electricity duty exemption for 7-10 years.",VERIFIED,https://di.maharashtra.gov.in/,True,True,False
biz_raj_mlupy_001,Rajasthan Mukhyamantri Laghu Udyog Protsahan Yojana (MLUPY),राजस्थान मुख्यमंत्री लघु उद्योग प्रोत्साहन योजना,MLUPY Rajasthan,state,Rajasthan,"Industries and Commerce Department, Government of Rajasthan",BUSINESS,Interest subsidy on loans up to Rs 10 crore,SUBSIDY,18,,all,,,"Substantial interest subsidy of 8% on loans up to Rs 25 lakh, 6% on loans up to Rs 5 crore, and 5% on loans up to Rs 10 crore for setting up new manufacturing/service ventures in Rajasthan.",VERIFIED,https://industries.rajasthan.gov.in/,True,True,False
biz_guj_msme_incentive_001,Gujarat MSME Capital Investment & Interest Subsidy Scheme,गुजरात एमएसएमई पूंजी निवेश एवं ब्याज सहायता योजना,Gujarat MSME Scheme,state,Gujarat,"Industries and Mines Department, Government of Gujarat",BUSINESS,Capital investment subsidy & term loan interest subsidy,SUBSIDY,,,all,,,Capital investment subsidy up to 25% of eligible plant and machinery (max Rs 35 lakh) and interest subsidy of 5% to 7% per annum on term loans for 5-7 years in Gujarat.,VERIFIED,https://ic.gujarat.gov.in/,True,True,False
emp_naps_001,National Apprenticeship Promotion Scheme (NAPS-2),राष्ट्रीय शिक्षुता संवर्धन योजना (एनएपीएस),NAPS,central,,Ministry of Skill Development and Entrepreneurship,EMPLOYMENT,Industry apprenticeship stipend support,SKILL_DEVELOPMENT,14,,all,,,"Direct government stipend support of 25% of prescribed stipend (up to Rs 1,500/month per apprentice) directly to bank accounts through DBT for on-the-job industrial training.",VERIFIED,https://www.apprenticeshipindia.gov.in/,True,True,False
emp_ncs_001,National Career Service (NCS Portal),राष्ट्रीय करियर सेवा (एनसीएस पोर्टल),NCS,central,,Ministry of Labour and Employment,EMPLOYMENT,Free nationwide job matching & career counselling,SERVICES,,,all,,,"Free digital platform linking jobseekers with verified private and public employers, offering free online career assessments, job fairs, and counselling at 400+ Model Career Centres.",VERIFIED,https://www.ncs.gov.in/,True,True,False
emp_day_nrlm_001,Deendayal Antyodaya Yojana - National Rural Livelihoods Mission,दीनदयाल अंत्योदय योजना - राष्ट्रीय ग्रामीण आजीविका मिशन,DAY-NRLM,central,,Ministry of Rural Development,EMPLOYMENT,"Women SHG promotion, revolving fund & interest subvention",LIVELIHOOD_SUPPORT,,,female,,,"Mobilizes rural women into Self Help Groups, providing Revolving Funds (Rs 20,000-30,000), Community Investment Funds (up to Rs 2.5 lakh), and collateral-free bank loans at 7% interest.",VERIFIED,https://aajeevika.gov.in/,True,True,False
emp_day_nulm_001,Deendayal Antyodaya Yojana - National Urban Livelihoods Mission,दीनदयाल अंत्योदय योजना - राष्ट्रीय शहरी आजीविका मिशन,DAY-NULM,central,,Ministry of Housing and Urban Affairs,EMPLOYMENT,Urban skill training & self-employment loans,LIVELIHOOD_SUPPORT,,,all,,,"Subsidised bank loans up to Rs 2 lakh for individual micro-enterprises (Rs 10 lakh for group enterprises) with interest rate capped at 7%, plus free certified placement-linked urban skill training.",VERIFIED,https://nulm.gov.in/,True,True,False
emp_ddu_gky_001,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,दीन दयाल उपाध्याय ग्रामीण कौशल्या योजना,DDU-GKY,central,,Ministry of Rural Development,EMPLOYMENT,Placement-linked rural youth skill training,SKILL_DEVELOPMENT,15,35,all,,,Completely free residential skill training with mandatory minimum 70% guaranteed placement in formal sector jobs offering minimum wages or above.,VERIFIED,http://ddugky.gov.in/,True,True,False
emp_shreyas_001,Scheme for Higher Education Youth in Apprenticeship and Skills (SHREYAS),शिक्षुता एवं कौशल में उच्च शिक्षा युवाओं के लिए योजना (श्रेयस),SHREYAS,central,,Ministry of Education / MoSDE,EMPLOYMENT,Degree apprenticeship with industry stipend,SKILL_DEVELOPMENT,,,all,,,"Integrates apprenticeship and professional skill development into general degree courses (BA, BSc, BCom), enabling students to earn monthly stipends while pursuing degrees.",VERIFIED,https://www.education.gov.in/,True,True,False
emp_raj_yuva_sambal_001,Rajasthan Mukhyamantri Yuva Sambal Yojana (Unemployment Allowance),राजस्थान मुख्यमंत्री युवा संबल योजना (बेरोजगारी भत्ता),Yuva Sambal RJ,state,Rajasthan,"Department of Skill, Employment and Entrepreneurship, Government of Rajasthan",EMPLOYMENT,Monthly unemployment allowance with skill internship,CASH_TRANSFER,21,30,all,,,"Monthly allowance of Rs 4,000 for male graduates and Rs 4,500 for female/transgender/specially-abled graduates for up to 2 years while doing a daily 4-hour government department internship.",VERIFIED,https://employment.livelihoods.rajasthan.gov.in/,True,True,False
emp_kar_yuva_nidhi_001,Karnataka Yuva Nidhi Scheme,कर्नाटक युवा निधि योजना,Yuva Nidhi KA,state,Karnataka,"Department of Skill Development, Entrepreneurship and Livelihood, Govt of Karnataka",EMPLOYMENT,Direct monthly financial support for unemployed graduates,CASH_TRANSFER,,,all,,,"Monthly financial assistance of Rs 3,000 for unemployed degree holders and Rs 1,500 for unemployed diploma holders for up to 2 years or until employment.",VERIFIED,https://sevasindhuservices.karnataka.gov.in/,True,True,False
emp_mp_sikho_kamao_001,Madhya Pradesh Mukhyamantri Sikho Kamao Yojana (Learn & Earn),मध्य प्रदेश मुख्यमंत्री सीखो कमाओ योजना,Sikho Kamao MP,state,Madhya Pradesh,"Technical Education, Skill Development & Employment Department, Government of MP",EMPLOYMENT,On-the-job training with state stipend,SKILL_DEVELOPMENT,18,29,all,,,"On-the-job industrial skill training across 700+ courses with direct monthly stipend of Rs 8,000 (Class 12), Rs 8,500 (ITI), Rs 9,000 (Diploma), and Rs 10,000 (Graduates/Post-Graduates).",VERIFIED,https://mmsky.mp.gov.in/,True,True,False
emp_tn_tnsdc_001,Tamil Nadu Skill Development Corporation (TNSDC) Free Placement Training,तमिलनाडु कौशल विकास निगम (टीएनएसडीसी) निःशुल्क प्रशिक्षण,TNSDC Schemes,state,Tamil Nadu,"Labour Welfare and Skill Development Department, Government of Tamil Nadu",EMPLOYMENT,Short-term high-demand job training,SKILL_DEVELOPMENT,18,35,all,,,"Free government-sponsored short-term skill training in emerging technology, manufacturing, healthcare, and logistics sectors with placement assistance across Tamil Nadu.",VERIFIED,https://www.tnskill.tn.gov.in/,True,True,False
soc_adip_001,Scheme of Assistance to Disabled Persons for Purchase/Fitting of Aids and Appliances (ADIP),दिव्यांगजनों को सहायक उपकरण खरीद/फिटिंग सहायता योजना (एडिप),ADIP Scheme,central,,Ministry of Social Justice and Empowerment,DISABILITY,Free modern assistive devices & cochlear implants,SERVICES,,,all,,,"Free distribution of modern aids and high-tech appliances (motorized tricycles, smart canes, digital hearing aids, prosthetics, and cochlear implants up to Rs 6 lakh).",VERIFIED,https://alimco.in/,True,True,False
soc_rashtriya_vayoshri_001,Rashtriya Vayoshri Yojana (RVY),राष्ट्रीय वयोश्री योजना,Rashtriya Vayoshri,central,,Ministry of Social Justice and Empowerment,SENIOR_CITIZEN,Free physical aids for senior citizens,SERVICES,60,,all,,,"Free provision of age-related physical aids and assisted-living devices (walking sticks, elbow crutches, walkers, tripods, hearing aids, wheelchairs, dentures, and spectacles) to BPL senior citizens.",VERIFIED,https://alimco.in/,True,True,False
soc_udid_card_001,Unique Disability ID (UDID) Project,विशिष्ट दिव्यांगता पहचान पत्र (यूडीआईडी कार्ड),UDID Card,central,,Ministry of Social Justice and Empowerment,DISABILITY,Single pan-India disability identity document,SERVICES,,,all,,,"National online database creating a single universal photo ID card for persons with disabilities, enabling pan-India validation for all government concessions, pensions, and transport discounts.",VERIFIED,https://www.swavlambancard.gov.in/,True,True,False
soc_nfbs_001,National Family Benefit Scheme (NFBS under NSAP),राष्ट्रीय परिवार लाभ योजना,NFBS,central,,Ministry of Rural Development,SOCIAL_SECURITY,Lump-sum cash grant upon death of primary breadwinner,CASH_TRANSFER,,,all,,,"One-time lump-sum financial assistance of Rs 20,000 to a Below Poverty Line (BPL) household upon the death of the primary breadwinner (aged 18-59 years).",VERIFIED,https://nsap.nic.in/,True,True,False
soc_annapurna_001,Annapurna Scheme (under NSAP),अन्नपूर्णा योजना,Annapurna NSAP,central,,Ministry of Rural Development / Ministry of Consumer Affairs,SENIOR_CITIZEN,Free monthly foodgrains for destitute seniors,SOCIAL_ASSISTANCE,65,,all,,,Provides 10 kg of foodgrains (wheat/rice) completely free of charge per month to destitute senior citizens aged 65 and above who are not receiving any pension under NOAPS.,VERIFIED,https://nsap.nic.in/,True,True,False
soc_mah_sanjay_gandhi_001,Maharashtra Sanjay Gandhi Niradhar Anudan Yojana,महाराष्ट्र संजय गांधी निराधार अनुदान योजना,Sanjay Gandhi Niradhar,state,Maharashtra,"Social Justice and Special Assistance Department, Government of Maharashtra",SOCIAL_SECURITY,"Monthly financial assistance for destitute, disabled, and single women",CASH_TRANSFER,,,all,,,"Monthly pension of Rs 1,500 for a single beneficiary (and Rs 2,500 if there are 2 or more beneficiaries in a family) for destitute individuals, blind/disabled, and abandoned women in Maharashtra.",VERIFIED,https://sjsa.maharashtra.gov.in/,True,True,False
soc_mah_shravanbal_001,Maharashtra Shravanbal Seva Rajya Nivruttivetan Yojana,महाराष्ट्र श्रावणबाळ सेवा राज्य निवृत्तीवेतन योजना,Shravanbal Yojana,state,Maharashtra,"Social Justice and Special Assistance Department, Government of Maharashtra",SENIOR_CITIZEN,Old age pension for non-BPL and BPL senior citizens,CASH_TRANSFER,65,,all,,,"Monthly old age pension of Rs 1,500 to senior citizens aged 65 and above residing in Maharashtra whose annual family income does not exceed Rs 50,000.",VERIFIED,https://sjsa.maharashtra.gov.in/,True,True,False
soc_up_vridhavastha_001,UP Vridhavastha Pension Yojana (Old Age Pension),उत्तर प्रदेश वृद्धावस्था पेंशन योजना,UP Old Age Pension,state,Uttar Pradesh,"Social Welfare Department, Government of Uttar Pradesh",SENIOR_CITIZEN,State monthly old age pension,CASH_TRANSFER,60,,all,,,"Monthly direct cash pension of Rs 1,000 per month deposited quarterly (Rs 3,000 per quarter) into bank accounts of eligible senior citizens aged 60+ in Uttar Pradesh.",VERIFIED,https://sspy-up.gov.in/,True,True,False
soc_up_divyang_pension_001,UP Divyangjan Pension Yojana (Disability Pension),उत्तर प्रदेश दिव्यांगजन पेंशन योजना,UP Divyang Pension,state,Uttar Pradesh,"Empowerment of Persons with Disabilities Department, Government of UP",DISABILITY,State monthly disability pension,CASH_TRANSFER,18,,all,,,"Monthly pension of Rs 1,000 deposited quarterly into bank accounts of persons with 40% or more disability living below poverty line in Uttar Pradesh.",VERIFIED,https://sspy-up.gov.in/,True,True,False
soc_raj_ssp_pension_001,Rajasthan Social Security Pension Scheme (SSP Portal),राजस्थान सामाजिक सुरक्षा पेंशन योजना,SSP Rajasthan,state,Rajasthan,"Social Justice and Empowerment Department, Government of Rajasthan",SOCIAL_SECURITY,Unified state monthly pensions with mandatory 15% annual increment,CASH_TRANSFER,55,,all,,,"Minimum assured pension of Rs 1,150 per month (increasing automatically by 15% every year under Rajasthan Minimum Income Guarantee Act) for elderly, widows, and disabled.",VERIFIED,https://ssp.rajasthan.gov.in/,True,True,False
soc_tn_oap_001,Tamil Nadu Old Age Pension Scheme (Indira Gandhi OAP / Destitute),तमिलनाडु वृद्धावस्था पेंशन योजना,TN OAP,state,Tamil Nadu,"Revenue and Disaster Management Department, Government of Tamil Nadu",SENIOR_CITIZEN,State monthly destitute old age pension,CASH_TRANSFER,60,,all,,,"Monthly cash pension of Rs 1,000 deposited through direct bank transfer or doorstep delivery for destitute senior citizens aged 60 and above in Tamil Nadu.",VERIFIED,https://www.tn.gov.in/,True,True,False
soc_odisha_madhu_babu_001,Odisha Madhu Babu Pension Yojana (MBPY),ओडिशा मधु बाबू पेंशन योजना,MBPY Odisha,state,Odisha,"Social Security & Empowerment of Persons with Disabilities Department, Govt of Odisha",SOCIAL_SECURITY,"Comprehensive destitute, old age & disability monthly pension",CASH_TRANSFER,60,,all,,,"Monthly social security pension ranging from Rs 1,000 to Rs 1,400 per month (depending on age 60-79 vs 80+) for elderly, widows, PwDs, and transgender persons in Odisha.",VERIFIED,https://ssepd.odisha.gov.in/,True,True,False
soc_ts_asara_pension_001,Telangana Aasara Pensions,तेलंगाना आसरा पेंशन योजना,Aasara Telangana,state,Telangana,"Panchayat Raj and Rural Development Department, Government of Telangana",SOCIAL_SECURITY,High-value monthly pension for vulnerable groups,CASH_TRANSFER,57,,all,,,"Substantial monthly pension of Rs 2,016 per month for elderly (57+ yrs), widows, and weavers; and Rs 3,016 per month for persons with disabilities in Telangana.",VERIFIED,https://aasara.telangana.gov.in/,True,True,False
soc_ap_pension_kanuka_001,Andhra Pradesh YSR Pension Kanuka,आंध्र प्रदेश वाईएसआर पेंशन कनुका,YSR Pension Kanuka,state,Andhra Pradesh,"Panchayat Raj & Rural Development Department, Government of Andhra Pradesh",SOCIAL_SECURITY,Doorstep monthly cash pension,CASH_TRANSFER,60,,all,,,"Doorstep delivery of monthly pension of Rs 3,000 per month for elderly and widows, and up to Rs 6,000 to Rs 10,000 for severe disability and chronic kidney dialysis patients in AP.",VERIFIED,https://sspensions.ap.gov.in/,True,True,False
fin_po_rd_001,National Savings Recurring Deposit Account (Post Office 5-Year RD),राष्ट्रीय बचत आवर्ती जमा खाता (डाकघर 5 वर्षीय आरडी),Post Office RD,central,,Ministry of Finance / Ministry of Communications,SAVINGS,Monthly recurring savings deposit,SAVINGS,,,all,6.7% p.a. compounded quarterly,3 years (premature closure),Safe 5-year recurring deposit scheme offering 6.7% p.a. sovereign guaranteed return with loan facility up to 50% of credit balance after 1 year.,VERIFIED,https://www.indiapost.gov.in/Financial/pages/content/post-office-saving-schemes.aspx,True,True,False
fin_po_td_5yr_001,National Savings Time Deposit Account (Post Office 5-Year TD),राष्ट्रीय बचत सावधि जमा खाता (डाकघर 5 वर्षीय टीडी),Post Office 5Y TD,central,,Ministry of Finance / Ministry of Communications,SAVINGS,Fixed-term deposit with 80C tax benefit,SAVINGS,,,all,7.5% p.a. paid annually,5 years,Fixed 5-year term deposit offering 7.5% p.a. sovereign interest with Section 80C tax deduction benefit on investment.,VERIFIED,https://www.indiapost.gov.in/Financial/pages/content/post-office-saving-schemes.aspx,True,True,False
fin_po_savings_account_001,Post Office Savings Account (POSA),डाकघर बचत खाता,POSA,central,,Ministry of Communications,SAVINGS,Liquid basic savings account with tax exemption,SAVINGS,,,all,4.0% p.a.,None,"Basic liquid savings account with ATM card, mobile banking, and Section 10(15)(i) tax exemption on interest up to Rs 3,500/year (Rs 7,000 for joint account).",VERIFIED,https://www.indiapost.gov.in/Financial/pages/content/post-office-saving-schemes.aspx,True,True,False
fin_sgb_001,Sovereign Gold Bond Scheme (SGB),सॉवरेन गोल्ड बॉन्ड योजना (एसजीबी),SGB,central,,Ministry of Finance,SAVINGS,Government gold bond with interest payout,SAVINGS,,,all,2.50% p.a. fixed interest + Gold capital appreciation,5 years (exit option),Government securities denominated in grams of gold paying 2.50% fixed annual interest with 100% Capital Gains Tax exemption on redemption after 8 years.,VERIFIED,https://www.rbi.org.in/,True,True,False
fin_ippb_account_001,India Post Payments Bank (IPPB) Doorstep Digital Account,इंडिया पोस्ट पेमेंट्स बैंक (आईपीपीबी) डोरस्टेप डिजिटल खाता,IPPB Account,central,,Ministry of Communications,FINANCIAL_INCLUSION,Biometric doorstep banking & DBT gateway,FINANCIAL_SERVICES,,,all,,,"Zero-paperwork biometric savings account opened at doorstep through Gramin Dak Sevaks, providing AePS cash withdrawal, DBT reception, and bill payments.",VERIFIED,https://www.ippbonline.com/,True,True,False
edu_aicte_swanath_001,AICTE Swanath Scholarship Scheme,एआईसीटीई स्वनाथ छात्रवृत्ति योजना,AICTE Swanath,central,,Ministry of Education,EDUCATION,Scholarship for orphans and children of armed forces martyrs,SCHOLARSHIP,,,all,,,"Rs 50,000 per year for students who are orphans, whose parents died due to COVID, or children of Armed Forces/Central Paramilitary personnel martyred in action.",VERIFIED,https://www.aicte-india.org/schemes/students-development-schemes,True,True,False
edu_pmrf_001,Prime Minister's Research Fellowship (PMRF),प्रधान मंत्री अनुसंधान फैलोशिप (पीएमआरएफ),PMRF,central,,Ministry of Education,EDUCATION,Prestigious doctoral research fellowship in STEM,SCHOLARSHIP,,,all,,,"Lucrative monthly fellowship of Rs 70,000 (1st-2nd yr), Rs 75,000 (3rd yr), and Rs 80,000 (4th-5th yr) plus annual research contingency grant of Rs 2 lakh for 5 years.",VERIFIED,https://www.pmrf.in/,True,True,False
edu_nos_sc_001,National Overseas Scholarship for SC/ST Candidates,राष्ट्रीय प्रवासी छात्रवृत्ति (अनुसूचित जाति/जनजाति),NOS SC/ST,central,,Ministry of Social Justice and Empowerment,EDUCATION,Full foreign masters/PhD education funding,SCHOLARSHIP,18,35,all,,,"Full tuition fees, annual maintenance allowance (approx USD 15,400 / GBP 9,900), economy airfare, visa fees, and medical insurance to pursue Master's/Ph.D in top 500 QS world universities.",VERIFIED,https://nosmsje.gov.in/,True,True,False
edu_cbse_single_girl_001,CBSE Merit Scholarship Scheme for Single Girl Child,एकल बालिका संतान के लिए सीबीएसई योग्यता छात्रवृत्ति योजना,CBSE Single Girl,central,,Ministry of Education,EDUCATION,Scholarship for single girl child in Class 11-12,SCHOLARSHIP,,,female,,,Scholarship of Rs 500 per month for up to 2 years for meritorious single girl children who scored 60% or more marks in CBSE Class 10 examination and continue studies in Class 11-12.,VERIFIED,https://www.cbse.gov.in/,True,True,False
edu_samagra_shiksha_001,"Samagra Shiksha Abhiyan (Free Textbooks, Uniforms & Transport)",समग्र शिक्षा अभियान (निःशुल्क पाठ्यपुस्तकें एवं गणवेश),Samagra Shiksha,central,,Ministry of Education,EDUCATION,Universal free schooling entitlements from preschool to Class 12,SERVICES,3,18,all,,,"Free textbooks, two sets of free school uniforms, free transport allowance, and composite school grants for all children in government and local body schools across India.",VERIFIED,https://samagra.education.gov.in/,True,True,False
edu_pm_poshan_001,PM POSHAN Scheme (Pradhan Mantri Poshan Shakti Nirman - Mid-Day Meal),पीएम पोषण योजना (मध्याह्न भोजन योजना),PM POSHAN,central,,Ministry of Education,EDUCATION,Hot cooked nutritious mid-day meals in schools,SERVICES,5,14,all,,,Free hot cooked nutritious mid-day meal every school day for children studying in Balvatika and Classes 1 to 8 in government and government-aided schools nationwide.,VERIFIED,https://pmposhan.education.gov.in/,True,True,False
edu_pm_vidyalaxmi_001,PM-Vidyalaxmi Education Loan Scheme,पीएम-विद्यालक्ष्मी शिक्षा ऋण योजना,PM-Vidyalaxmi,central,,Ministry of Education,EDUCATION,Collateral-free higher education loans with full interest subvention,CREDIT,,,all,,,"Collateral-free, guarantor-free education loans for students admitted to Top 860 Quality Higher Educational Institutions (NIRF ranked) with 75% credit guarantee and full interest subvention during moratorium.",VERIFIED,https://www.vidyalakshmi.co.in/,True,True,False
